frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
41	0.1	CS	linePlots	original	m886	D302	D	302
42	0.0333333333333333	CS	linePlots	original	m886	D302	D	302
43	0.0666666666666667	CS	linePlots	original	m886	D302	D	302
44	0.0666666666666667	CS	linePlots	original	m886	D302	D	302
45	0.0333333333333333	CS	linePlots	original	m886	D302	D	302
46	0.0333333333333333	CS	linePlots	original	m886	D302	D	302
47	0	CS	linePlots	original	m886	D302	D	302
48	0	CS	linePlots	original	m886	D302	D	302
49	0	CS	linePlots	original	m886	D302	D	302
50	0.0666666666666667	CS	linePlots	original	m886	D302	D	302
-50	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-49	0.1	CS	linePlots	shuffle	m886	D302	D	302
-48	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-47	0	CS	linePlots	shuffle	m886	D302	D	302
-46	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-45	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-44	0	CS	linePlots	shuffle	m886	D302	D	302
-43	0	CS	linePlots	shuffle	m886	D302	D	302
-42	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-41	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-40	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-39	0	CS	linePlots	shuffle	m886	D302	D	302
-38	0	CS	linePlots	shuffle	m886	D302	D	302
-37	0	CS	linePlots	shuffle	m886	D302	D	302
-36	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-35	0	CS	linePlots	shuffle	m886	D302	D	302
-34	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-33	0.1	CS	linePlots	shuffle	m886	D302	D	302
-32	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-31	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-30	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-29	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-28	0.1	CS	linePlots	shuffle	m886	D302	D	302
-27	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-26	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-25	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-24	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-23	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-22	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-21	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-20	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-19	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-18	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-17	0	CS	linePlots	shuffle	m886	D302	D	302
-16	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-15	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
-14	0.1	CS	linePlots	shuffle	m886	D302	D	302
-13	0.1	CS	linePlots	shuffle	m886	D302	D	302
-12	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-11	0.1	CS	linePlots	shuffle	m886	D302	D	302
-10	0.1	CS	linePlots	shuffle	m886	D302	D	302
-9	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
-8	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
-7	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-6	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
-5	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-4	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-3	0.2	CS	linePlots	shuffle	m886	D302	D	302
-2	0.166666666666667	CS	linePlots	shuffle	m886	D302	D	302
-1	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
0	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
1	0.1	CS	linePlots	shuffle	m886	D302	D	302
2	0.1	CS	linePlots	shuffle	m886	D302	D	302
3	0.1	CS	linePlots	shuffle	m886	D302	D	302
4	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
5	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
6	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
7	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
8	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
9	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
10	0	CS	linePlots	shuffle	m886	D302	D	302
11	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
12	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
13	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
14	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
15	0.1	CS	linePlots	shuffle	m886	D302	D	302
16	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
17	0.166666666666667	CS	linePlots	shuffle	m886	D302	D	302
18	0.1	CS	linePlots	shuffle	m886	D302	D	302
19	0.1	CS	linePlots	shuffle	m886	D302	D	302
20	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
21	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
22	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
23	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
24	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
25	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
26	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
27	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
28	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
29	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
30	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
31	0	CS	linePlots	shuffle	m886	D302	D	302
32	0.1	CS	linePlots	shuffle	m886	D302	D	302
33	0	CS	linePlots	shuffle	m886	D302	D	302
34	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
35	0.1	CS	linePlots	shuffle	m886	D302	D	302
36	0.1	CS	linePlots	shuffle	m886	D302	D	302
37	0	CS	linePlots	shuffle	m886	D302	D	302
38	0.1	CS	linePlots	shuffle	m886	D302	D	302
39	0.166666666666667	CS	linePlots	shuffle	m886	D302	D	302
40	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
41	0.2	CS	linePlots	shuffle	m886	D302	D	302
42	0.2	CS	linePlots	shuffle	m886	D302	D	302
43	0.133333333333333	CS	linePlots	shuffle	m886	D302	D	302
44	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
45	0.1	CS	linePlots	shuffle	m886	D302	D	302
46	0.1	CS	linePlots	shuffle	m886	D302	D	302
47	0.0333333333333333	CS	linePlots	shuffle	m886	D302	D	302
48	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
49	0.1	CS	linePlots	shuffle	m886	D302	D	302
50	0.0666666666666667	CS	linePlots	shuffle	m886	D302	D	302
-50	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-49	0	US	linePlots	original	m886	D302	D	302
-48	0	US	linePlots	original	m886	D302	D	302
-47	0.0333333333333333	US	linePlots	original	m886	D302	D	302
-46	0.0333333333333333	US	linePlots	original	m886	D302	D	302
-45	0.0333333333333333	US	linePlots	original	m886	D302	D	302
-44	0.133333333333333	US	linePlots	original	m886	D302	D	302
-43	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-42	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-41	0.1	US	linePlots	original	m886	D302	D	302
-40	0.133333333333333	US	linePlots	original	m886	D302	D	302
-39	0.133333333333333	US	linePlots	original	m886	D302	D	302
-38	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-37	0.133333333333333	US	linePlots	original	m886	D302	D	302
-36	0.1	US	linePlots	original	m886	D302	D	302
-35	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-34	0.0333333333333333	US	linePlots	original	m886	D302	D	302
-33	0.0333333333333333	US	linePlots	original	m886	D302	D	302
-32	0.0666666666666667	US	linePlots	original	m886	D302	D	302
-31	0.133333333333333	US	linePlots	original	m886	D302	D	302
-30	0.233333333333333	US	linePlots	original	m886	D302	D	302
-29	0.133333333333333	US	linePlots	original	m886	D302	D	302
-28	0.2	US	linePlots	original	m886	D302	D	302
-27	0.2	US	linePlots	original	m886	D302	D	302
-26	0.133333333333333	US	linePlots	original	m886	D302	D	302
-25	0.133333333333333	US	linePlots	original	m886	D302	D	302
-24	0.133333333333333	US	linePlots	original	m886	D302	D	302
-23	0.166666666666667	US	linePlots	original	m886	D302	D	302
-22	0.166666666666667	US	linePlots	original	m886	D302	D	302
-21	0.166666666666667	US	linePlots	original	m886	D302	D	302
-20	0.233333333333333	US	linePlots	original	m886	D302	D	302
-19	0.233333333333333	US	linePlots	original	m886	D302	D	302
-18	0.166666666666667	US	linePlots	original	m886	D302	D	302
-17	0.166666666666667	US	linePlots	original	m886	D302	D	302
-16	0.3	US	linePlots	original	m886	D302	D	302
-15	0.233333333333333	US	linePlots	original	m886	D302	D	302
-14	0.233333333333333	US	linePlots	original	m886	D302	D	302
-13	0.266666666666667	US	linePlots	original	m886	D302	D	302
-12	0.466666666666667	US	linePlots	original	m886	D302	D	302
-11	0.433333333333333	US	linePlots	original	m886	D302	D	302
-10	0.5	US	linePlots	original	m886	D302	D	302
-9	0.466666666666667	US	linePlots	original	m886	D302	D	302
-8	0.5	US	linePlots	original	m886	D302	D	302
-7	0.5	US	linePlots	original	m886	D302	D	302
-6	0.6	US	linePlots	original	m886	D302	D	302
-5	0.633333333333333	US	linePlots	original	m886	D302	D	302
-4	0.866666666666667	US	linePlots	original	m886	D302	D	302
-3	0.833333333333333	US	linePlots	original	m886	D302	D	302
-2	0.866666666666667	US	linePlots	original	m886	D302	D	302
-1	0.8	US	linePlots	original	m886	D302	D	302
0	0.8	US	linePlots	original	m886	D302	D	302
1	0.6	US	linePlots	original	m886	D302	D	302
2	0.4	US	linePlots	original	m886	D302	D	302
3	0.3	US	linePlots	original	m886	D302	D	302
4	0.366666666666667	US	linePlots	original	m886	D302	D	302
5	0.266666666666667	US	linePlots	original	m886	D302	D	302
6	0.233333333333333	US	linePlots	original	m886	D302	D	302
7	0.133333333333333	US	linePlots	original	m886	D302	D	302
8	0.1	US	linePlots	original	m886	D302	D	302
9	0.1	US	linePlots	original	m886	D302	D	302
10	0.0666666666666667	US	linePlots	original	m886	D302	D	302
11	0.0666666666666667	US	linePlots	original	m886	D302	D	302
12	0.0666666666666667	US	linePlots	original	m886	D302	D	302
13	0.0333333333333333	US	linePlots	original	m886	D302	D	302
14	0	US	linePlots	original	m886	D302	D	302
15	0	US	linePlots	original	m886	D302	D	302
16	0	US	linePlots	original	m886	D302	D	302
17	0	US	linePlots	original	m886	D302	D	302
18	0	US	linePlots	original	m886	D302	D	302
19	0.0344827586206897	US	linePlots	original	m886	D302	D	302
20	0.0344827586206897	US	linePlots	original	m886	D302	D	302
21	0.0344827586206897	US	linePlots	original	m886	D302	D	302
22	0.0344827586206897	US	linePlots	original	m886	D302	D	302
23	0.0344827586206897	US	linePlots	original	m886	D302	D	302
24	0.0344827586206897	US	linePlots	original	m886	D302	D	302
25	0.0344827586206897	US	linePlots	original	m886	D302	D	302
26	0	US	linePlots	original	m886	D302	D	302
27	0	US	linePlots	original	m886	D302	D	302
28	0.0344827586206897	US	linePlots	original	m886	D302	D	302
29	0.0344827586206897	US	linePlots	original	m886	D302	D	302
30	0	US	linePlots	original	m886	D302	D	302
31	0.0344827586206897	US	linePlots	original	m886	D302	D	302
32	0	US	linePlots	original	m886	D302	D	302
33	0	US	linePlots	original	m886	D302	D	302
34	0	US	linePlots	original	m886	D302	D	302
35	0	US	linePlots	original	m886	D302	D	302
36	0.0344827586206897	US	linePlots	original	m886	D302	D	302
37	0.0344827586206897	US	linePlots	original	m886	D302	D	302
38	0.0344827586206897	US	linePlots	original	m886	D302	D	302
39	0.0344827586206897	US	linePlots	original	m886	D302	D	302
40	0.0344827586206897	US	linePlots	original	m886	D302	D	302
41	0	US	linePlots	original	m886	D302	D	302
42	0	US	linePlots	original	m886	D302	D	302
43	0	US	linePlots	original	m886	D302	D	302
44	0	US	linePlots	original	m886	D302	D	302
45	0	US	linePlots	original	m886	D302	D	302
46	0	US	linePlots	original	m886	D302	D	302
47	0	US	linePlots	original	m886	D302	D	302
48	0.0344827586206897	US	linePlots	original	m886	D302	D	302
49	0.0344827586206897	US	linePlots	original	m886	D302	D	302
50	0	US	linePlots	original	m886	D302	D	302
-50	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-49	0.2	US	linePlots	shuffle	m886	D302	D	302
-48	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-47	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-46	0.1	US	linePlots	shuffle	m886	D302	D	302
-45	0.2	US	linePlots	shuffle	m886	D302	D	302
-44	0.233333333333333	US	linePlots	shuffle	m886	D302	D	302
-43	0.2	US	linePlots	shuffle	m886	D302	D	302
-42	0.266666666666667	US	linePlots	shuffle	m886	D302	D	302
-41	0.233333333333333	US	linePlots	shuffle	m886	D302	D	302
-40	0.333333333333333	US	linePlots	shuffle	m886	D302	D	302
-39	0.333333333333333	US	linePlots	shuffle	m886	D302	D	302
-38	0.366666666666667	US	linePlots	shuffle	m886	D302	D	302
-37	0.333333333333333	US	linePlots	shuffle	m886	D302	D	302
-36	0.233333333333333	US	linePlots	shuffle	m886	D302	D	302
-35	0.2	US	linePlots	shuffle	m886	D302	D	302
-34	0.3	US	linePlots	shuffle	m886	D302	D	302
-33	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-32	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-31	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
-30	0.1	US	linePlots	shuffle	m886	D302	D	302
-29	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-28	0.1	US	linePlots	shuffle	m886	D302	D	302
-27	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-26	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
-25	0.0333333333333333	US	linePlots	shuffle	m886	D302	D	302
-24	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-23	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-22	0.1	US	linePlots	shuffle	m886	D302	D	302
-21	0.1	US	linePlots	shuffle	m886	D302	D	302
-20	0.1	US	linePlots	shuffle	m886	D302	D	302
-19	0.1	US	linePlots	shuffle	m886	D302	D	302
-18	0.1	US	linePlots	shuffle	m886	D302	D	302
-17	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
-16	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-15	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-14	0.2	US	linePlots	shuffle	m886	D302	D	302
-13	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-12	0.0333333333333333	US	linePlots	shuffle	m886	D302	D	302
-11	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-10	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
-9	0.2	US	linePlots	shuffle	m886	D302	D	302
-8	0.266666666666667	US	linePlots	shuffle	m886	D302	D	302
-7	0.233333333333333	US	linePlots	shuffle	m886	D302	D	302
-6	0.2	US	linePlots	shuffle	m886	D302	D	302
-5	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-4	0.0333333333333333	US	linePlots	shuffle	m886	D302	D	302
-3	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
-2	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
-1	0.2	US	linePlots	shuffle	m886	D302	D	302
0	0.2	US	linePlots	shuffle	m886	D302	D	302
1	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
2	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
3	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
4	0.2	US	linePlots	shuffle	m886	D302	D	302
5	0.1	US	linePlots	shuffle	m886	D302	D	302
6	0.0666666666666667	US	linePlots	shuffle	m886	D302	D	302
7	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
8	0.266666666666667	US	linePlots	shuffle	m886	D302	D	302
9	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
10	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
11	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
12	0.133333333333333	US	linePlots	shuffle	m886	D302	D	302
13	0.166666666666667	US	linePlots	shuffle	m886	D302	D	302
14	0.2	US	linePlots	shuffle	m886	D302	D	302
15	0.333333333333333	US	linePlots	shuffle	m886	D302	D	302
16	0.366666666666667	US	linePlots	shuffle	m886	D302	D	302
17	0.433333333333333	US	linePlots	shuffle	m886	D302	D	302
18	0.433333333333333	US	linePlots	shuffle	m886	D302	D	302
19	0.344827586206897	US	linePlots	shuffle	m886	D302	D	302
20	0.482758620689655	US	linePlots	shuffle	m886	D302	D	302
21	0.551724137931034	US	linePlots	shuffle	m886	D302	D	302
22	0.620689655172414	US	linePlots	shuffle	m886	D302	D	302
23	0.586206896551724	US	linePlots	shuffle	m886	D302	D	302
24	0.620689655172414	US	linePlots	shuffle	m886	D302	D	302
25	0.517241379310345	US	linePlots	shuffle	m886	D302	D	302
26	0.551724137931034	US	linePlots	shuffle	m886	D302	D	302
27	0.586206896551724	US	linePlots	shuffle	m886	D302	D	302
28	0.655172413793103	US	linePlots	shuffle	m886	D302	D	302
29	0.517241379310345	US	linePlots	shuffle	m886	D302	D	302
30	0.586206896551724	US	linePlots	shuffle	m886	D302	D	302
31	0.551724137931034	US	linePlots	shuffle	m886	D302	D	302
32	0.551724137931034	US	linePlots	shuffle	m886	D302	D	302
33	0.517241379310345	US	linePlots	shuffle	m886	D302	D	302
34	0.517241379310345	US	linePlots	shuffle	m886	D302	D	302
35	0.482758620689655	US	linePlots	shuffle	m886	D302	D	302
36	0.551724137931034	US	linePlots	shuffle	m886	D302	D	302
37	0.517241379310345	US	linePlots	shuffle	m886	D302	D	302
38	0.310344827586207	US	linePlots	shuffle	m886	D302	D	302
39	0.344827586206897	US	linePlots	shuffle	m886	D302	D	302
40	0.413793103448276	US	linePlots	shuffle	m886	D302	D	302
41	0.379310344827586	US	linePlots	shuffle	m886	D302	D	302
42	0.413793103448276	US	linePlots	shuffle	m886	D302	D	302
43	0.344827586206897	US	linePlots	shuffle	m886	D302	D	302
44	0.344827586206897	US	linePlots	shuffle	m886	D302	D	302
45	0.413793103448276	US	linePlots	shuffle	m886	D302	D	302
46	0.344827586206897	US	linePlots	shuffle	m886	D302	D	302
47	0.379310344827586	US	linePlots	shuffle	m886	D302	D	302
48	0.310344827586207	US	linePlots	shuffle	m886	D302	D	302
49	0.413793103448276	US	linePlots	shuffle	m886	D302	D	302
50	0.275862068965517	US	linePlots	shuffle	m886	D302	D	302
1	0.288252628758958	no action	no action	original	m884	D301	D	301
2	0.135808150534336	mag lick  onset	no action	original	m884	D301	D	301
3	0.0705502451218485	mag lick  offset	no action	original	m884	D301	D	301
4	0.0925925925925926	CS	no action	original	m884	D301	D	301
5	0.0187830687830688	US	no action	original	m884	D301	D	301
6	0.12142187395352	no action	mag lick  onset	original	m884	D301	D	301
7	0.338881219000869	mag lick  onset	mag lick  onset	original	m884	D301	D	301
8	0.131224378776398	mag lick  offset	mag lick  onset	original	m884	D301	D	301
9	0.0462962962962963	CS	mag lick  onset	original	m884	D301	D	301
10	0.0751322751322751	US	mag lick  onset	original	m884	D301	D	301
11	0.247059808452214	no action	mag lick  offset	original	m884	D301	D	301
12	0.27478652145012	mag lick  onset	mag lick  offset	original	m884	D301	D	301
13	0.496349886343766	mag lick  offset	mag lick  offset	original	m884	D301	D	301
14	0.216230936819172	CS	mag lick  offset	original	m884	D301	D	301
15	0.216931216931217	US	mag lick  offset	original	m884	D301	D	301
16	0.0527928470966446	no action	CS	original	m884	D301	D	301
17	0.018676177327811	mag lick  onset	CS	original	m884	D301	D	301
18	0.033255781572795	mag lick  offset	CS	original	m884	D301	D	301
19	0.388888888888889	CS	CS	original	m884	D301	D	301
20	0.00952380952380952	US	CS	original	m884	D301	D	301
21	0.290472841738665	no action	US	original	m884	D301	D	301
22	0.231847931686864	mag lick  onset	US	original	m884	D301	D	301
23	0.268619708185192	mag lick  offset	US	original	m884	D301	D	301
24	0.25599128540305	CS	US	original	m884	D301	D	301
25	0.67962962962963	US	US	original	m884	D301	D	301
1	0.395884031846177	no action	no action	shuffle	m884	D301	D	301
2	0.467577627583505	mag lick  onset	no action	shuffle	m884	D301	D	301
3	0.432183908045977	mag lick  offset	no action	shuffle	m884	D301	D	301
4	0.276143790849673	CS	no action	shuffle	m884	D301	D	301
5	0.273280423280423	US	no action	shuffle	m884	D301	D	301
6	0.132014754727688	no action	mag lick  onset	shuffle	m884	D301	D	301
7	0.107331766088745	mag lick  onset	mag lick  onset	shuffle	m884	D301	D	301
8	0.0875591615956728	mag lick  offset	mag lick  onset	shuffle	m884	D301	D	301
9	0.179193899782135	CS	mag lick  onset	shuffle	m884	D301	D	301
10	0.0936507936507937	US	mag lick  onset	shuffle	m884	D301	D	301
11	0.317864236476224	no action	mag lick  offset	shuffle	m884	D301	D	301
12	0.273386227838182	mag lick  onset	mag lick  offset	shuffle	m884	D301	D	301
13	0.293283750281722	mag lick  offset	mag lick  offset	shuffle	m884	D301	D	301
14	0.405228758169935	CS	mag lick  offset	shuffle	m884	D301	D	301
15	0.434656084656085	US	mag lick  offset	shuffle	m884	D301	D	301
16	0.0538414033682173	no action	CS	shuffle	m884	D301	D	301
17	0.0628367127044765	mag lick  onset	CS	shuffle	m884	D301	D	301
18	0.0778904665314402	mag lick  offset	CS	shuffle	m884	D301	D	301
19	0.0375816993464052	CS	CS	shuffle	m884	D301	D	301
20	0.0666666666666667	US	CS	shuffle	m884	D301	D	301
21	0.100395573581693	no action	US	shuffle	m884	D301	D	301
22	0.0888676657850916	mag lick  onset	US	shuffle	m884	D301	D	301
23	0.109082713545188	mag lick  offset	US	shuffle	m884	D301	D	301
24	0.101851851851852	CS	US	shuffle	m884	D301	D	301
25	0.131746031746032	US	US	shuffle	m884	D301	D	301
1	-0.107631403087219	no action	no action	residual	m884	D301	D	301
2	-0.331769477049169	mag lick  onset	no action	residual	m884	D301	D	301
3	-0.361633662924128	mag lick  offset	no action	residual	m884	D301	D	301
4	-0.183551198257081	CS	no action	residual	m884	D301	D	301
5	-0.254497354497355	US	no action	residual	m884	D301	D	301
6	-0.010592880774169	no action	mag lick  onset	residual	m884	D301	D	301
7	0.231549452912124	mag lick  onset	mag lick  onset	residual	m884	D301	D	301
8	0.0436652171807256	mag lick  offset	mag lick  onset	residual	m884	D301	D	301
9	-0.132897603485839	CS	mag lick  onset	residual	m884	D301	D	301
10	-0.0185185185185185	US	mag lick  onset	residual	m884	D301	D	301
11	-0.0708044280240103	no action	mag lick  offset	residual	m884	D301	D	301
12	0.00140029361193816	mag lick  onset	mag lick  offset	residual	m884	D301	D	301
13	0.203066136062044	mag lick  offset	mag lick  offset	residual	m884	D301	D	301
14	-0.188997821350763	CS	mag lick  offset	residual	m884	D301	D	301
15	-0.217724867724868	US	mag lick  offset	residual	m884	D301	D	301
16	-0.00104855627157269	no action	CS	residual	m884	D301	D	301
17	-0.0441605353766654	mag lick  onset	CS	residual	m884	D301	D	301
18	-0.0446346849586451	mag lick  offset	CS	residual	m884	D301	D	301
19	0.351307189542484	CS	CS	residual	m884	D301	D	301
20	-0.0571428571428571	US	CS	residual	m884	D301	D	301
21	0.190077268156971	no action	US	residual	m884	D301	D	301
22	0.142980265901772	mag lick  onset	US	residual	m884	D301	D	301
23	0.159536994640003	mag lick  offset	US	residual	m884	D301	D	301
24	0.154139433551198	CS	US	residual	m884	D301	D	301
25	0.547883597883598	US	US	residual	m884	D301	D	301
-50	0.0896551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
-49	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
-48	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
-47	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
-46	0.124137931034483	mag lick  onset	linePlots	original	m884	D301	D	301
-45	0.144827586206897	mag lick  onset	linePlots	original	m884	D301	D	301
-44	0.131034482758621	mag lick  onset	linePlots	original	m884	D301	D	301
-43	0.131034482758621	mag lick  onset	linePlots	original	m884	D301	D	301
-42	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
-41	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
-40	0.131034482758621	mag lick  onset	linePlots	original	m884	D301	D	301
-39	0.103448275862069	mag lick  onset	linePlots	original	m884	D301	D	301
-38	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
-37	0.103448275862069	mag lick  onset	linePlots	original	m884	D301	D	301
-36	0.103448275862069	mag lick  onset	linePlots	original	m884	D301	D	301
-35	0.0896551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
-34	0.131034482758621	mag lick  onset	linePlots	original	m884	D301	D	301
-33	0.16551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
-32	0.179310344827586	mag lick  onset	linePlots	original	m884	D301	D	301
-31	0.193103448275862	mag lick  onset	linePlots	original	m884	D301	D	301
-30	0.213793103448276	mag lick  onset	linePlots	original	m884	D301	D	301
-29	0.2	mag lick  onset	linePlots	original	m884	D301	D	301
-28	0.2	mag lick  onset	linePlots	original	m884	D301	D	301
-27	0.179310344827586	mag lick  onset	linePlots	original	m884	D301	D	301
-26	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-25	0.213793103448276	mag lick  onset	linePlots	original	m884	D301	D	301
-24	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-23	0.227586206896552	mag lick  onset	linePlots	original	m884	D301	D	301
-22	0.220689655172414	mag lick  onset	linePlots	original	m884	D301	D	301
-21	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-20	0.158620689655172	mag lick  onset	linePlots	original	m884	D301	D	301
-19	0.16551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
-18	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
-17	0.144827586206897	mag lick  onset	linePlots	original	m884	D301	D	301
-16	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
-15	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
-14	0.144827586206897	mag lick  onset	linePlots	original	m884	D301	D	301
-13	0.16551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
-12	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-11	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-10	0.206896551724138	mag lick  onset	linePlots	original	m884	D301	D	301
-9	0.2	mag lick  onset	linePlots	original	m884	D301	D	301
-8	0.241379310344828	mag lick  onset	linePlots	original	m884	D301	D	301
-7	0.262068965517241	mag lick  onset	linePlots	original	m884	D301	D	301
-6	0.268965517241379	mag lick  onset	linePlots	original	m884	D301	D	301
-5	0.317241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
-4	0.386206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
-3	0.413793103448276	mag lick  onset	linePlots	original	m884	D301	D	301
-2	0.4	mag lick  onset	linePlots	original	m884	D301	D	301
-1	0.406896551724138	mag lick  onset	linePlots	original	m884	D301	D	301
0	0.351724137931034	mag lick  onset	linePlots	original	m884	D301	D	301
1	0.268965517241379	mag lick  onset	linePlots	original	m884	D301	D	301
