frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
31	0.186602870813397	mag lick  onset	linePlots	original	m885	D301	D	301
32	0.177033492822967	mag lick  onset	linePlots	original	m885	D301	D	301
33	0.133971291866029	mag lick  onset	linePlots	original	m885	D301	D	301
34	0.205741626794258	mag lick  onset	linePlots	original	m885	D301	D	301
35	0.191387559808612	mag lick  onset	linePlots	original	m885	D301	D	301
36	0.177033492822967	mag lick  onset	linePlots	original	m885	D301	D	301
37	0.138755980861244	mag lick  onset	linePlots	original	m885	D301	D	301
38	0.133971291866029	mag lick  onset	linePlots	original	m885	D301	D	301
39	0.110047846889952	mag lick  onset	linePlots	original	m885	D301	D	301
40	0.0956937799043062	mag lick  onset	linePlots	original	m885	D301	D	301
41	0.0909090909090909	mag lick  onset	linePlots	original	m885	D301	D	301
42	0.110047846889952	mag lick  onset	linePlots	original	m885	D301	D	301
43	0.0813397129186603	mag lick  onset	linePlots	original	m885	D301	D	301
44	0.114832535885167	mag lick  onset	linePlots	original	m885	D301	D	301
45	0.100478468899522	mag lick  onset	linePlots	original	m885	D301	D	301
46	0.110047846889952	mag lick  onset	linePlots	original	m885	D301	D	301
47	0.138755980861244	mag lick  onset	linePlots	original	m885	D301	D	301
48	0.167464114832536	mag lick  onset	linePlots	original	m885	D301	D	301
49	0.186602870813397	mag lick  onset	linePlots	original	m885	D301	D	301
50	0.191387559808612	mag lick  onset	linePlots	original	m885	D301	D	301
-50	0.144230769230769	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-49	0.105769230769231	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-48	0.192307692307692	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-47	0.153846153846154	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-46	0.153846153846154	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-45	0.134615384615385	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-44	0.120192307692308	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-43	0.129807692307692	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-42	0.173076923076923	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-41	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-40	0.119617224880383	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-39	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-38	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-37	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-36	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-35	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-34	0.15311004784689	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-33	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-32	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-31	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-30	0.167464114832536	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-29	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-28	0.172248803827751	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-27	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-26	0.167464114832536	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-25	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-24	0.148325358851675	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-23	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-22	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-21	0.167464114832536	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-20	0.186602870813397	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-19	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-18	0.138755980861244	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-17	0.172248803827751	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-16	0.172248803827751	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-15	0.196172248803828	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-14	0.177033492822967	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-13	0.162679425837321	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-12	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-11	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-10	0.15311004784689	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-9	0.119617224880383	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-8	0.124401913875598	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-7	0.119617224880383	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-6	0.142857142857143	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-5	0.147619047619048	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-4	0.119047619047619	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-3	0.104761904761905	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-2	0.161904761904762	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-1	0.133333333333333	mag lick  onset	linePlots	shuffle	m885	D301	D	301
0	0.152380952380952	mag lick  onset	linePlots	shuffle	m885	D301	D	301
1	0.180952380952381	mag lick  onset	linePlots	shuffle	m885	D301	D	301
2	0.171428571428571	mag lick  onset	linePlots	shuffle	m885	D301	D	301
3	0.195238095238095	mag lick  onset	linePlots	shuffle	m885	D301	D	301
4	0.180952380952381	mag lick  onset	linePlots	shuffle	m885	D301	D	301
5	0.180952380952381	mag lick  onset	linePlots	shuffle	m885	D301	D	301
6	0.2	mag lick  onset	linePlots	shuffle	m885	D301	D	301
7	0.2	mag lick  onset	linePlots	shuffle	m885	D301	D	301
8	0.176190476190476	mag lick  onset	linePlots	shuffle	m885	D301	D	301
9	0.172248803827751	mag lick  onset	linePlots	shuffle	m885	D301	D	301
10	0.191387559808612	mag lick  onset	linePlots	shuffle	m885	D301	D	301
11	0.181818181818182	mag lick  onset	linePlots	shuffle	m885	D301	D	301
12	0.191387559808612	mag lick  onset	linePlots	shuffle	m885	D301	D	301
13	0.186602870813397	mag lick  onset	linePlots	shuffle	m885	D301	D	301
14	0.177033492822967	mag lick  onset	linePlots	shuffle	m885	D301	D	301
15	0.138755980861244	mag lick  onset	linePlots	shuffle	m885	D301	D	301
16	0.15311004784689	mag lick  onset	linePlots	shuffle	m885	D301	D	301
17	0.162679425837321	mag lick  onset	linePlots	shuffle	m885	D301	D	301
18	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
19	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
20	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
21	0.186602870813397	mag lick  onset	linePlots	shuffle	m885	D301	D	301
22	0.186602870813397	mag lick  onset	linePlots	shuffle	m885	D301	D	301
23	0.15311004784689	mag lick  onset	linePlots	shuffle	m885	D301	D	301
24	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
25	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
26	0.143540669856459	mag lick  onset	linePlots	shuffle	m885	D301	D	301
27	0.110047846889952	mag lick  onset	linePlots	shuffle	m885	D301	D	301
28	0.114832535885167	mag lick  onset	linePlots	shuffle	m885	D301	D	301
29	0.114832535885167	mag lick  onset	linePlots	shuffle	m885	D301	D	301
30	0.148325358851675	mag lick  onset	linePlots	shuffle	m885	D301	D	301
31	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
32	0.200956937799043	mag lick  onset	linePlots	shuffle	m885	D301	D	301
33	0.167464114832536	mag lick  onset	linePlots	shuffle	m885	D301	D	301
34	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
35	0.138755980861244	mag lick  onset	linePlots	shuffle	m885	D301	D	301
36	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
37	0.167464114832536	mag lick  onset	linePlots	shuffle	m885	D301	D	301
38	0.15311004784689	mag lick  onset	linePlots	shuffle	m885	D301	D	301
39	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
40	0.191387559808612	mag lick  onset	linePlots	shuffle	m885	D301	D	301
41	0.129186602870813	mag lick  onset	linePlots	shuffle	m885	D301	D	301
42	0.138755980861244	mag lick  onset	linePlots	shuffle	m885	D301	D	301
43	0.148325358851675	mag lick  onset	linePlots	shuffle	m885	D301	D	301
44	0.148325358851675	mag lick  onset	linePlots	shuffle	m885	D301	D	301
45	0.114832535885167	mag lick  onset	linePlots	shuffle	m885	D301	D	301
46	0.133971291866029	mag lick  onset	linePlots	shuffle	m885	D301	D	301
47	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
48	0.110047846889952	mag lick  onset	linePlots	shuffle	m885	D301	D	301
49	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
50	0.157894736842105	mag lick  onset	linePlots	shuffle	m885	D301	D	301
-50	0.502392344497608	mag lick  offset	linePlots	original	m885	D301	D	301
-49	0.502392344497608	mag lick  offset	linePlots	original	m885	D301	D	301
-48	0.507177033492823	mag lick  offset	linePlots	original	m885	D301	D	301
-47	0.4688995215311	mag lick  offset	linePlots	original	m885	D301	D	301
-46	0.521531100478469	mag lick  offset	linePlots	original	m885	D301	D	301
-45	0.516746411483254	mag lick  offset	linePlots	original	m885	D301	D	301
-44	0.555023923444976	mag lick  offset	linePlots	original	m885	D301	D	301
-43	0.555023923444976	mag lick  offset	linePlots	original	m885	D301	D	301
-42	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
-41	0.564593301435407	mag lick  offset	linePlots	original	m885	D301	D	301
-40	0.535885167464115	mag lick  offset	linePlots	original	m885	D301	D	301
-39	0.564593301435407	mag lick  offset	linePlots	original	m885	D301	D	301
-38	0.598086124401914	mag lick  offset	linePlots	original	m885	D301	D	301
-37	0.559808612440191	mag lick  offset	linePlots	original	m885	D301	D	301
-36	0.569377990430622	mag lick  offset	linePlots	original	m885	D301	D	301
-35	0.555023923444976	mag lick  offset	linePlots	original	m885	D301	D	301
-34	0.526315789473684	mag lick  offset	linePlots	original	m885	D301	D	301
-33	0.54066985645933	mag lick  offset	linePlots	original	m885	D301	D	301
-32	0.511961722488038	mag lick  offset	linePlots	original	m885	D301	D	301
-31	0.497607655502392	mag lick  offset	linePlots	original	m885	D301	D	301
-30	0.497607655502392	mag lick  offset	linePlots	original	m885	D301	D	301
-29	0.526315789473684	mag lick  offset	linePlots	original	m885	D301	D	301
-28	0.545454545454545	mag lick  offset	linePlots	original	m885	D301	D	301
-27	0.574162679425837	mag lick  offset	linePlots	original	m885	D301	D	301
-26	0.559808612440191	mag lick  offset	linePlots	original	m885	D301	D	301
-25	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
-24	0.521531100478469	mag lick  offset	linePlots	original	m885	D301	D	301
-23	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
-22	0.54066985645933	mag lick  offset	linePlots	original	m885	D301	D	301
-21	0.535885167464115	mag lick  offset	linePlots	original	m885	D301	D	301
-20	0.516746411483254	mag lick  offset	linePlots	original	m885	D301	D	301
-19	0.545454545454545	mag lick  offset	linePlots	original	m885	D301	D	301
-18	0.533333333333333	mag lick  offset	linePlots	original	m885	D301	D	301
-17	0.557142857142857	mag lick  offset	linePlots	original	m885	D301	D	301
-16	0.495238095238095	mag lick  offset	linePlots	original	m885	D301	D	301
-15	0.504761904761905	mag lick  offset	linePlots	original	m885	D301	D	301
-14	0.533333333333333	mag lick  offset	linePlots	original	m885	D301	D	301
-13	0.552380952380952	mag lick  offset	linePlots	original	m885	D301	D	301
-12	0.485714285714286	mag lick  offset	linePlots	original	m885	D301	D	301
-11	0.485714285714286	mag lick  offset	linePlots	original	m885	D301	D	301
-10	0.471428571428571	mag lick  offset	linePlots	original	m885	D301	D	301
-9	0.461904761904762	mag lick  offset	linePlots	original	m885	D301	D	301
-8	0.504761904761905	mag lick  offset	linePlots	original	m885	D301	D	301
-7	0.514285714285714	mag lick  offset	linePlots	original	m885	D301	D	301
-6	0.533333333333333	mag lick  offset	linePlots	original	m885	D301	D	301
-5	0.580952380952381	mag lick  offset	linePlots	original	m885	D301	D	301
-4	0.647619047619048	mag lick  offset	linePlots	original	m885	D301	D	301
-3	0.661904761904762	mag lick  offset	linePlots	original	m885	D301	D	301
-2	0.752380952380952	mag lick  offset	linePlots	original	m885	D301	D	301
-1	0.804761904761905	mag lick  offset	linePlots	original	m885	D301	D	301
0	0.785714285714286	mag lick  offset	linePlots	original	m885	D301	D	301
1	0.776190476190476	mag lick  offset	linePlots	original	m885	D301	D	301
2	0.76555023923445	mag lick  offset	linePlots	original	m885	D301	D	301
3	0.669856459330144	mag lick  offset	linePlots	original	m885	D301	D	301
4	0.69377990430622	mag lick  offset	linePlots	original	m885	D301	D	301
5	0.602870813397129	mag lick  offset	linePlots	original	m885	D301	D	301
6	0.598086124401914	mag lick  offset	linePlots	original	m885	D301	D	301
7	0.555023923444976	mag lick  offset	linePlots	original	m885	D301	D	301
8	0.578947368421053	mag lick  offset	linePlots	original	m885	D301	D	301
9	0.569377990430622	mag lick  offset	linePlots	original	m885	D301	D	301
10	0.564593301435407	mag lick  offset	linePlots	original	m885	D301	D	301
11	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
12	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
13	0.521531100478469	mag lick  offset	linePlots	original	m885	D301	D	301
14	0.569377990430622	mag lick  offset	linePlots	original	m885	D301	D	301
15	0.521531100478469	mag lick  offset	linePlots	original	m885	D301	D	301
16	0.497607655502392	mag lick  offset	linePlots	original	m885	D301	D	301
17	0.555023923444976	mag lick  offset	linePlots	original	m885	D301	D	301
18	0.550239234449761	mag lick  offset	linePlots	original	m885	D301	D	301
19	0.526315789473684	mag lick  offset	linePlots	original	m885	D301	D	301
20	0.545454545454545	mag lick  offset	linePlots	original	m885	D301	D	301
21	0.545454545454545	mag lick  offset	linePlots	original	m885	D301	D	301
22	0.511961722488038	mag lick  offset	linePlots	original	m885	D301	D	301
23	0.545454545454545	mag lick  offset	linePlots	original	m885	D301	D	301
24	0.526315789473684	mag lick  offset	linePlots	original	m885	D301	D	301
25	0.511961722488038	mag lick  offset	linePlots	original	m885	D301	D	301
26	0.507177033492823	mag lick  offset	linePlots	original	m885	D301	D	301
27	0.552884615384615	mag lick  offset	linePlots	original	m885	D301	D	301
28	0.524038461538462	mag lick  offset	linePlots	original	m885	D301	D	301
29	0.5	mag lick  offset	linePlots	original	m885	D301	D	301
30	0.485576923076923	mag lick  offset	linePlots	original	m885	D301	D	301
31	0.451923076923077	mag lick  offset	linePlots	original	m885	D301	D	301
32	0.466346153846154	mag lick  offset	linePlots	original	m885	D301	D	301
33	0.480769230769231	mag lick  offset	linePlots	original	m885	D301	D	301
34	0.456730769230769	mag lick  offset	linePlots	original	m885	D301	D	301
35	0.475961538461538	mag lick  offset	linePlots	original	m885	D301	D	301
36	0.514423076923077	mag lick  offset	linePlots	original	m885	D301	D	301
37	0.495192307692308	mag lick  offset	linePlots	original	m885	D301	D	301
38	0.456730769230769	mag lick  offset	linePlots	original	m885	D301	D	301
39	0.466346153846154	mag lick  offset	linePlots	original	m885	D301	D	301
40	0.432692307692308	mag lick  offset	linePlots	original	m885	D301	D	301
41	0.471153846153846	mag lick  offset	linePlots	original	m885	D301	D	301
42	0.475961538461538	mag lick  offset	linePlots	original	m885	D301	D	301
43	0.427884615384615	mag lick  offset	linePlots	original	m885	D301	D	301
44	0.413461538461538	mag lick  offset	linePlots	original	m885	D301	D	301
45	0.408653846153846	mag lick  offset	linePlots	original	m885	D301	D	301
46	0.375	mag lick  offset	linePlots	original	m885	D301	D	301
47	0.389423076923077	mag lick  offset	linePlots	original	m885	D301	D	301
48	0.451923076923077	mag lick  offset	linePlots	original	m885	D301	D	301
49	0.456730769230769	mag lick  offset	linePlots	original	m885	D301	D	301
50	0.442307692307692	mag lick  offset	linePlots	original	m885	D301	D	301
-50	0.30622009569378	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-49	0.258373205741627	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-48	0.267942583732057	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-47	0.267942583732057	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-46	0.320574162679426	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-45	0.296650717703349	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-44	0.301435406698565	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-43	0.330143540669856	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-42	0.301435406698565	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-41	0.320574162679426	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-40	0.296650717703349	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-39	0.311004784688995	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-38	0.315789473684211	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-37	0.296650717703349	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-36	0.311004784688995	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-35	0.287081339712919	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-34	0.267942583732057	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-33	0.296650717703349	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-32	0.311004784688995	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-31	0.272727272727273	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-30	0.315789473684211	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-29	0.315789473684211	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-28	0.287081339712919	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-27	0.272727272727273	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-26	0.220095693779904	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-25	0.220095693779904	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-24	0.267942583732057	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-23	0.239234449760766	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-22	0.244019138755981	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-21	0.239234449760766	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-20	0.244019138755981	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-19	0.23444976076555	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-18	0.233333333333333	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-17	0.242857142857143	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-16	0.233333333333333	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-15	0.238095238095238	mag lick  offset	linePlots	shuffle	m885	D301	D	301
-14	0.257142857142857	mag lick  offset	linePlots	shuffle	m885	D301	D	301
